Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,5,4,149.9900055,499.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Eugene,6277,Smith,XXXXXXXXX,Consumer,PR,1820 Noble Elk Harbour,725,3,Footwear,18.21949196,-66.37052918,LATAM,Chimaltenango,Guatemala,6277,4/27/2017 3:32,58034,191,0,0,145203,99.98999786,0.300000012,5,499.9500122,499.9500122,149.9900055,Central America,Chimaltenango,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,05-02-2017 03:32,Standard Class
TRANSFER,4,4,-18.80999947,494.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,James,7701,Lawson,XXXXXXXXX,Consumer,PR,1577 Green Vista,725,3,Footwear,18.25289154,-66.37058258,LATAM,Villa Nueva,Guatemala,7701,02-02-2015 03:27,2203,191,5,0.01,5525,99.98999786,-0.039999999,5,499.9500122,494.9500122,-18.80999947,Central America,Guatemala,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,02-06-2015 03:27,Standard Class
TRANSFER,5,4,140.6399994,484.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,John,4126,Stokes,XXXXXXXXX,Consumer,PR,9920 Little Lane,725,3,Footwear,18.22985077,-66.37062073,LATAM,Quito,Ecuador,4126,2/13/2017 16:05,53069,191,15,0.029999999,132642,99.98999786,0.289999992,5,499.9500122,484.9500122,140.6399994,South America,Pichincha,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/18/2017 16:05,Standard Class
TRANSFER,2,4,36,479.9500122,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,9528,Flores,XXXXXXXXX,Consumer,PR,3089 Gentle Horse Chase,725,3,Footwear,18.22190094,-66.37052155,LATAM,Managua,Nicaragua,9528,5/27/2017 23:28,60146,191,20,0.039999999,150522,99.98999786,0.079999998,5,499.9500122,479.9500122,36,Central America,Managua,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/29/2017 23:28,Standard Class
TRANSFER,5,4,179.9799957,479.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,1853,Austin,XXXXXXXXX,Consumer,PR,4090 Colonial End,725,3,Footwear,18.26019096,-66.37052918,LATAM,Valle de La Pascua,Venezuela,1853,3/19/2017 19:53,55409,191,20,0.039999999,138585,99.98999786,0.379999995,5,499.9500122,479.9500122,179.9799957,South America,Guárico,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/24/2017 19:53,Standard Class
TRANSFER,4,4,-783.6699829,474.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Roy,11149,Smith,XXXXXXXXX,Consumer,PR,4601 Amber Grove Hollow,725,3,Footwear,18.28128624,-66.37050629,LATAM,San Miguelito,Panamá,11149,05-07-2015 15:56,8678,191,25,0.050000001,21674,99.98999786,-1.649999976,5,499.9500122,474.9500122,-783.6699829,Central America,Panamá,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,05-11-2015 15:56,Standard Class
TRANSFER,6,4,199.4799957,474.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Katherine,5828,Oconnell,XXXXXXXXX,Consumer,PR,2127 Middle Goose Mews,725,3,Footwear,18.21101761,-66.37052918,LATAM,San Miguelito,Panamá,5828,4/27/2015 11:23,7980,191,25,0.050000001,19945,99.98999786,0.419999987,5,499.9500122,474.9500122,199.4799957,Central America,Panamá,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,05-03-2015 11:23,Standard Class
TRANSFER,6,4,-269.9700012,449.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,6887,Smith,XXXXXXXXX,Consumer,PR,8840 Harvest Towers,725,3,Footwear,18.22019768,-66.37058258,LATAM,Petapa,Guatemala,6887,4/14/2017 18:06,57185,191,50,0.100000001,143043,99.98999786,-0.600000024,5,499.9500122,449.9599915,-269.9700012,Central America,Guatemala,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,4/20/2017 18:06,Standard Class
TRANSFER,2,4,-22.5,449.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Janet,4781,Smith,XXXXXXXXX,Consumer,PR,8617 Cinder Mountain Forest,725,3,Footwear,18.25534058,-66.37050629,LATAM,Cotia,Brasil,4781,05-07-2015 01:13,8636,191,50,0.100000001,21551,99.98999786,-0.050000001,5,499.9500122,449.9599915,-22.5,South America,São Paulo,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,05-09-2015 01:13,Standard Class
TRANSFER,3,4,59.06000137,337.4599915,Advance shipping,0,12,Boxing & MMA,Caguas,Puerto Rico,XXXXXXXXX,Mary,10668,Smith,XXXXXXXXX,Consumer,PR,5087 Crystal Hills Manor,725,3,Footwear,18.23215866,-66.37059021,LATAM,Itapecuru Mirim,Brasil,10668,06-12-2017 05:55,61192,251,112.4899979,0.25,153077,89.98999786,0.180000007,5,449.9500122,337.4599915,59.06000137,South America,Marañón,PROCESSING,,251,12,,http://images.acmesports.sports/Brooks+Women%27s+Ghost+6+Running+Shoe,Brooks Women's Ghost 6 Running Shoe,89.98999786,0,6/15/2017 5:55,Standard Class
TRANSFER,2,4,140.9799957,299.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5421,Carlson,XXXXXXXXX,Consumer,PR,1548 Lazy Place,725,4,Apparel,18.20737648,-66.37055206,LATAM,León,Nicaragua,5421,3/26/2017 15:30,55876,365,0,0,139714,59.99000168,0.469999999,5,299.9500122,299.9500122,140.9799957,Central America,León,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/28/2017 15:30,Standard Class
TRANSFER,2,4,81.66000366,296.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Nicole,10200,Smith,XXXXXXXXX,Consumer,PR,9009 Merry Nectar Heights,725,4,Apparel,18.27331543,-66.37060547,LATAM,Tlalpan,México,10200,2/17/2017 11:52,53331,365,3,0.01,133251,59.99000168,0.280000001,5,299.9500122,296.9500122,81.66000366,Central America,Distrito Federal,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/19/2017 11:52,Standard Class
TRANSFER,6,4,18.40999985,296.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Sharon,11254,Smith,XXXXXXXXX,Consumer,PR,4316 Misty Way,725,4,Apparel,18.2626648,-66.3706131,LATAM,Apopa,El Salvador,11254,1/25/2017 1:13,51725,365,3,0.01,129241,59.99000168,0.059999999,5,299.9500122,296.9500122,18.40999985,Central America,San Salvador,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/31/2017 1:13,Standard Class
TRANSFER,3,4,33.22000122,293.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,11106,Navarro,XXXXXXXXX,Consumer,PR,6324 Lazy Lane,725,4,Apparel,18.26016426,-66.37059021,LATAM,Cipolletti,Argentina,11106,02-06-2017 06:27,52562,365,6,0.02,131382,59.99000168,0.109999999,5,299.9500122,293.9500122,33.22000122,South America,Río Negro,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,02-09-2017 06:27,Standard Class
TRANSFER,5,4,25.30999947,290.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,8456,Smith,XXXXXXXXX,Consumer,PR,9198 Rocky Run,725,4,Apparel,18.24535179,-66.37059784,LATAM,Mejicanos,El Salvador,8456,5/22/2017 6:08,59754,365,9,0.029999999,149532,59.99000168,0.090000004,5,299.9500122,290.9500122,25.30999947,Central America,San Salvador,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/27/2017 6:08,Standard Class
TRANSFER,5,4,-239.8600006,287.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Matthew,6149,Bush,XXXXXXXXX,Consumer,PR,5736 Heather Byway,725,4,Apparel,18.21775055,-66.37060547,LATAM,La Ceiba,Honduras,6149,2/21/2017 1:00,53574,365,12,0.039999999,133893,59.99000168,-0.829999983,5,299.9500122,287.9500122,-239.8600006,Central America,Atlántida,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/26/2017 1:00,Standard Class
TRANSFER,5,4,-155.8999939,283.4500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Anthony,1473,Young,XXXXXXXXX,Consumer,PR,7334 Umber Expressway,725,4,Apparel,18.29214859,-66.3706131,LATAM,Córdoba,México,1473,01-06-2015 19:26,399,365,16.5,0.059999999,989,59.99000168,-0.550000012,5,299.9500122,283.4500122,-155.8999939,Central America,Veracruz,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,01-11-2015 19:26,Standard Class
DEBIT,6,2,40.02000046,86.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Jerry,1840,Smith,XXXXXXXXX,Consumer,PR,427 Grand Branch Hill,725,3,Footwear,18.26737404,-66.37062836,Africa,Kuito,Angola,1840,1/15/2017 4:44,51050,191,13,0.129999995,127587,99.98999786,0.460000008,1,99.98999786,86.98999786,40.02000046,Central Africa,Bié,ON_HOLD,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/21/2017 4:44,Second Class
DEBIT,6,2,44.59000015,127.3899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,6757,Freeman,XXXXXXXXX,Consumer,PR,2035 Lazy Diversion,725,4,Apparel,18.29659462,-66.37059021,Africa,Jartum,Sudán,6757,10/28/2016 19:23,45680,403,2.599999905,0.02,114171,129.9900055,0.349999994,1,129.9900055,127.3899994,44.59000015,North Africa,Jartum,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11-03-2016 19:23,Second Class
DEBIT,3,2,57.95999908,118.2900009,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Laura,3972,Bennett,XXXXXXXXX,Consumer,PR,4520 Grand Port,725,4,Apparel,18.27468491,-66.37056732,Africa,Hargeysa,Somalia,3972,9/19/2016 13:39,42992,403,11.69999981,0.090000004,107395,129.9900055,0.49000001,1,129.9900055,118.2900009,57.95999908,East Africa,Gobolka Woqooyi Galbeed,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/22/2016 13:39,Second Class
DEBIT,5,2,30.42000008,116.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Megan,9316,Sanders,XXXXXXXXX,Consumer,PR,7489 Green End,725,4,Apparel,18.21944618,-66.37057495,Africa,Kenitra,Marruecos,9316,8/25/2016 22:16,41304,403,13,0.100000001,103114,129.9900055,0.25999999,1,129.9900055,116.9899979,30.42000008,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,8/30/2016 22:16,Second Class
DEBIT,6,2,24.60000038,49.18999863,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,6757,Freeman,XXXXXXXXX,Consumer,PR,2035 Lazy Diversion,725,4,Apparel,18.29659462,-66.37059021,Africa,Jartum,Sudán,6757,10/28/2016 19:23,45680,365,10.80000019,0.180000007,114173,59.99000168,0.5,1,59.99000168,49.18999863,24.60000038,North Africa,Jartum,ON_HOLD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11-03-2016 19:23,Second Class
DEBIT,4,2,48.88000107,103.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,11213,Black,XXXXXXXXX,Consumer,PR,620 Thunder Creek Towers,725,4,Apparel,18.23975563,-66.37059021,Africa,Abidjan,Costa de Marfil,11213,10-07-2016 23:26,44253,403,26,0.200000003,110494,129.9900055,0.469999999,1,129.9900055,103.9899979,48.88000107,West Africa,Lagunes,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10-11-2016 23:26,Second Class
DEBIT,4,2,0,296.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Jack,3474,Hatfield,XXXXXXXXX,Consumer,PR,555 Lazy Robin Freeway,725,7,Fan Shop,18.2643261,-66.37060547,Africa,Abu Kabir,Egipto,3474,11-03-2016 21:49,46098,957,3,0.01,115235,299.980011,0,1,299.980011,296.980011,0,North Africa,Ash Sharqiyah,ON_HOLD,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,11-07-2016 21:49,Second Class
DEBIT,5,2,95.54000092,293.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Megan,9316,Sanders,XXXXXXXXX,Consumer,PR,7489 Green End,725,7,Fan Shop,18.21944618,-66.37057495,Africa,Kenitra,Marruecos,9316,8/25/2016 22:16,41304,957,6,0.02,103115,299.980011,0.330000013,1,299.980011,293.980011,95.54000092,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,8/30/2016 22:16,Second Class
DEBIT,3,2,-50.58000183,252.8800049,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Kirestin,14630,Barr,XXXXXXXXX,Consumer,PR,4722 Round Embers Falls,725,10,Technology,18.27085495,-66.03705597,Europe,Perugia,Italia,14630,11-03-2017 13:05,71077,1352,0,0,174392,252.8800049,-0.200000003,1,252.8800049,252.8800049,-50.58000183,Southern Europe,Umbría,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11-06-2017 13:05,Second Class
DEBIT,4,2,120.8300018,447.519989,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Nora,13256,Downs,XXXXXXXXX,Consumer,PR,1836 Cozy View Orchard,725,10,Technology,18.23665237,-66.0370636,Europe,Nuremberg,Alemania,13256,10/14/2017 11:42,69703,1349,4.519999981,0.01,173018,452.0400085,0.270000011,1,452.0400085,447.519989,120.8300018,Western Europe,Bavaria,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/18/2017 11:42,Second Class
DEBIT,3,2,25.04000092,250.3500061,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Jennifer,14665,Stokes,XXXXXXXXX,Consumer,PR,5257 Umber Field,725,10,Technology,18.28206062,-66.03705597,Europe,Reims,Francia,14665,11-04-2017 01:21,71112,1352,2.529999971,0.01,174427,252.8800049,0.100000001,1,252.8800049,250.3500061,25.04000092,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11-07-2017 01:21,Second Class
DEBIT,6,2,212.6399994,443,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Madonna,13363,Ingram,XXXXXXXXX,Consumer,PR,9079 Dewy Deer Harbour,725,10,Technology,18.21524239,-66.03705597,Europe,Halle,Alemania,13363,10/16/2017 1:12,69810,1349,9.039999962,0.02,173125,452.0400085,0.479999989,1,452.0400085,443,212.6399994,Western Europe,Sajonia-Anhalt,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/22/2017 1:12,Second Class
DEBIT,3,2,68.68000031,245.2899933,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Noelani,14645,Hyde,XXXXXXXXX,Consumer,PR,1284 High Apple Highlands,725,10,Technology,18.25598526,-66.03705597,Europe,Bremerhaven,Alemania,14645,11-03-2017 18:20,71092,1352,7.590000153,0.029999999,174407,252.8800049,0.280000001,1,252.8800049,245.2899933,68.68000031,Western Europe,Bremen,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11-06-2017 18:20,Second Class
DEBIT,6,2,135.8300018,433.9599915,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Sydnee,13163,Nolan,XXXXXXXXX,Consumer,PR,9816 Grand Hills Knoll,725,10,Technology,18.28172112,-66.03705597,Europe,Portici,Italia,13163,10/13/2017 3:08,69610,1349,18.07999992,0.039999999,172925,452.0400085,0.310000002,1,452.0400085,433.9599915,135.8300018,Southern Europe,Campania,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/19/2017 3:08,Second Class
DEBIT,6,2,78.08000183,240.2400055,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Willa,14553,Potter,XXXXXXXXX,Consumer,PR,5301 Blue Street,725,10,Technology,18.23458481,-66.03705597,Europe,Bielefeld,Alemania,14553,11-02-2017 10:06,71000,1352,12.64000034,0.050000001,174315,252.8800049,0.330000013,1,252.8800049,240.2400055,78.08000183,Western Europe,Renania del Norte-Westfalia,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11-08-2017 10:06,Second Class
DEBIT,5,2,595.3499756,1417.5,Late delivery,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Alma,14287,Delgado,XXXXXXXXX,Consumer,PR,7274 Middle Wynd,725,10,Technology,18.25249672,-66.03704834,Europe,London,Reino Unido,14287,10/29/2017 12:55,70734,1351,82.5,0.059999999,174049,1500,0.419999987,1,1500,1417.5,595.3499756,Northern Europe,Inglaterra,COMPLETE,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500,0,11-03-2017 12:55,Second Class
DEBIT,2,2,21.36000061,427.1799927,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Ila,13179,Knight,XXXXXXXXX,Consumer,PR,2668 Velvet Row ,725,10,Technology,18.25508499,-66.03705597,Europe,Drancy,Francia,13179,10/13/2017 8:44,69626,1349,24.86000061,0.059999999,172941,452.0400085,0.050000001,1,452.0400085,427.1799927,21.36000061,Western Europe,Isla de Francia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/15/2017 8:44,Second Class
DEBIT,3,2,213.5899963,427.1799927,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Belle,13035,Booker,XXXXXXXXX,Consumer,PR,567 Fallen Pines ,725,10,Technology,18.28042221,-66.0370636,Europe,Duisburg,Alemania,13035,10-11-2017 06:17,69482,1349,24.86000061,0.059999999,172797,452.0400085,0.5,1,452.0400085,427.1799927,213.5899963,Western Europe,Renania del Norte-Westfalia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/14/2017 6:17,Second Class
DEBIT,5,2,55.79999924,1395,Late delivery,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Alyssa,14322,Contreras,XXXXXXXXX,Consumer,PR,9870 Little Hickory Loop,725,10,Technology,18.23288918,-66.0370636,Europe,Bradford,Reino Unido,14322,10/30/2017 1:10,70769,1351,105,0.07,174084,1500,0.039999999,1,1500,1395,55.79999924,Northern Europe,Inglaterra,COMPLETE,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500,0,11-04-2017 01:10,Second Class
DEBIT,4,2,126.1200027,420.3999939,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Lani,13196,Nash,XXXXXXXXX,Consumer,PR,5763 Green Crossing ,725,10,Technology,18.22864342,-66.0370636,Europe,Agrigento,Italia,13196,10/13/2017 14:41,69643,1349,31.63999939,0.07,172958,452.0400085,0.300000012,1,452.0400085,420.3999939,126.1200027,Southern Europe,Sicilia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/17/2017 14:41,Second Class
DEBIT,2,2,6.900000095,230.1199951,Shipping on time,0,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Demetria,14604,Jarvis,XXXXXXXXX,Consumer,PR,4854 Tawny Cove,725,10,Technology,18.29532433,-66.03705597,Europe,Oldham,Reino Unido,14604,11-03-2017 03:58,71051,1352,22.76000023,0.090000004,174366,252.8800049,0.029999999,1,252.8800049,230.1199951,6.900000095,Northern Europe,Inglaterra,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11-05-2017 03:58,Second Class
DEBIT,4,2,-277.6700134,411.3599854,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Joan,12961,Nixon,XXXXXXXXX,Consumer,PR,8297 Golden Green ,725,10,Technology,18.24217796,-66.0370636,Europe,Palermo,Italia,12961,10-10-2017 04:21,69408,1349,40.68000031,0.090000004,172723,452.0400085,-0.680000007,1,452.0400085,411.3599854,-277.6700134,Southern Europe,Sicilia,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/14/2017 4:21,Second Class
DEBIT,4,2,105.8600006,230.1199951,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Gay,14676,Harper,XXXXXXXXX,Consumer,PR,7293 Lazy Hill,725,10,Technology,18.25569725,-66.0370636,Europe,Madrid,España,14676,11-04-2017 05:12,71123,1352,22.76000023,0.090000004,174438,252.8800049,0.460000008,1,252.8800049,230.1199951,105.8600006,Southern Europe,Madrid,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11-08-2017 05:12,Second Class
DEBIT,5,2,86,1365,Late delivery,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Audrey,14087,Acosta,XXXXXXXXX,Consumer,PR,8967 Sleepy Lane,725,10,Technology,18.26639938,-66.0370636,Europe,Nancy,Francia,14087,10/26/2017 14:51,70534,1351,135,0.090000004,173849,1500,0.059999999,1,1500,1365,86,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500,0,10/31/2017 14:51,Second Class
DEBIT,2,2,195.2799988,406.8399963,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Riley,13194,Jones,XXXXXXXXX,Consumer,PR,6370 Emerald Row ,725,10,Technology,18.23524284,-66.03705597,Europe,Girona,España,13194,10/13/2017 13:59,69641,1349,45.20000076,0.100000001,172956,452.0400085,0.479999989,1,452.0400085,406.8399963,195.2799988,Southern Europe,Cataluña,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/15/2017 13:59,Second Class
DEBIT,6,2,22.76000023,227.5899963,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Imani,14513,Kelly,XXXXXXXXX,Consumer,PR,3065 Foggy Horse Port,725,10,Technology,18.25786781,-66.03705597,Europe,Laon,Francia,14513,11-01-2017 20:05,70960,1352,25.29000092,0.100000001,174275,252.8800049,0.100000001,1,252.8800049,227.5899963,22.76000023,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11-07-2017 20:05,Second Class
DEBIT,4,2,180.5899963,384.230011,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Mechelle,13461,Parker,XXXXXXXXX,Consumer,PR,1393 Umber Sky Estates,725,10,Technology,18.22337914,-66.03705597,Europe,Hartlepool,Reino Unido,13461,10/17/2017 11:32,69908,1349,67.80999756,0.150000006,173223,452.0400085,0.469999999,1,452.0400085,384.230011,180.5899963,Northern Europe,Inglaterra,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/21/2017 11:32,Second Class
DEBIT,3,2,101.0299988,214.9499969,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Imani,14510,Castaneda,XXXXXXXXX,Consumer,PR,5493 Burning Horse Heath,725,10,Technology,18.23107529,-66.03705597,Europe,Pontault-Combault,Francia,14510,11-01-2017 19:02,70957,1352,37.93000031,0.150000006,174272,252.8800049,0.469999999,1,252.8800049,214.9499969,101.0299988,Western Europe,Isla de Francia,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11-04-2017 19:02,Second Class
